Total Cases,Deaths,Recovered,Total Cases Number,Deaths Number,Recovered Number,Date,Currently Positive,Currently Positive Number
0.002126600735019431,4.0140725513436206e-05,0.0015800043534855885,2905825,54849,2158946,8/20/20,0.0005064556560204062,692030
0.00217773882935072,4.083231488808656e-05,0.0016265721032193204,2975701,55794,2222577,8/21/20,0.0005103344112433129,697330
0.002228410741214652,4.149975352266976e-05,0.0016690108082421768,3044940,56706,2280566,8/22/20,0.0005179001794498052,707668
0.0022733516092765874,4.211157227103769e-05,0.0017110689561488236,3106348,57542,2338035,8/23/20,0.0005201710808567261,710771
0.0023179755903552173,4.273217310670277e-05,0.0017597729486175866,3167323,58390,2404585,8/24/20,0.000515470468630928,704348
0.0023598544373128806,4.343986297473123e-05,0.001799112308665158,3224547,59357,2458339,8/25/20,0.0005173022656729913,706851
0.0024225636634987694,4.425586525275783e-05,0.0018469981033340701,3310234,60472,2523771,8/26/20,0.0005313096949119413,725991
0.002479110059923885,4.5029420775514894e-05,0.0018910380756074398,3387500,61529,2583948,8/27/20,0.0005430425635409302,742023
0.0025350753749061724,4.577663003638051e-05,0.0019386443071640594,3463972,62550,2648998,8/28/20,0.0005506544377057326,752424
0.0025927158730403906,4.647041493285515e-05,0.001986166377050748,3542733,63498,2713933,8/29/20,0.0005600790810567874,765302
0.0026501741428631934,4.718103216331599e-05,0.0020307120511843116,3621245,64469,2774801,8/30/20,0.0005722810595155657,781975
0.002701345170021847,4.7780409621346296e-05,0.002078340969799782,3691166,65288,2839882,8/31/20,0.0005752237906007187,785996
0.0027586900045503946,4.8545183056806215e-05,0.0021237341153575204,3769523,66333,2901908,9/1/20,0.0005864107061360679,801282
0.002820078990279279,4.930849281104994e-05,0.00217392667162315,3853406,67376,2970492,9/2/20,0.0005968438258450791,815538
0.002881071318398575,5.0110590117522725e-05,0.002222710434718195,3936747,68472,3037151,9/3/20,0.000608250293562857,831124
0.0029443257658374952,5.090756453973885e-05,0.002273991969808671,4023179,69561,3107223,9/4/20,0.0006194262314890855,846395
0.0030106539438304165,5.168697478736067e-05,0.002327886175870048,4113811,70626,3180865,9/5/20,0.0006310807931730078,862320
0.0030771065347267143,5.243052484518582e-05,0.0023787959359316112,4204613,71642,3250429,9/6/20,0.0006458800739499171,882542
0.0031325866393858343,5.3259700254158146e-05,0.0024326015892794086,4280422,72775,3323950,9/7/20,0.0006467253498522677,883697
0.0031982371329756596,5.407570253218475e-05,0.0024874120597821216,4370128,73890,3398844,9/8/20,0.0006567493706613535,897394
0.003268299893591693,5.493341972487281e-05,0.0025407917818960073,4465863,75062,3471783,9/9/20,0.0006725746919708127,919018
0.003338959836143932,5.5818215020060405e-05,0.002592664644197824,4562414,76271,3542663,9/10/20,0.0006904769769260476,943480
0.003410365524275821,5.669715559038323e-05,0.0026523338044976835,4659984,77472,3624196,9/11/20,0.0007013345641877543,958316
0.0034794307861430204,5.751242602780174e-05,0.0027097093763317716,4754356,78586,3702595,9/12/20,0.0007122089837834473,973175
0.0035468120827709913,5.834379695859836e-05,0.0027664358055464787,4846427,79722,3780107,9/13/20,0.0007220324802659143,986598
0.0036081469122948764,5.911515695953113e-05,0.0028244649110435957,4930236,80776,3859399,9/14/20,0.0007245668442917496,990061
0.003674102583418277,6.005923134397447e-05,0.002885179139731816,5020359,82066,3942360,9/15/20,0.000728864212342487,995933
0.003745745387907189,6.0887674912338705e-05,0.0029457162629928767,5118253,83198,4025079,9/16/20,0.0007391414500019736,1009976
0.0038163123867022003,6.174685578624295e-05,0.003009731824664216,5214677,84372,4112551,9/17/20,0.0007448337062517414,1017754
0.0038846201935400205,6.265946102453818e-05,0.0030799007021684232,5308014,85619,4208431,9/18/20,0.0007420600303470592,1013964
