t,TI,currently_infected,DR,recovered,D,deaths,TI+DR+D,total_cases
155.0,0.0005243441149376931,0.0004783471219446,0.0016326777957363036,0.0012411884981992,3.409911077997112e-05,3.442065932056091e-05,0.002191121021453968,0.0017539562794644
156.0,0.0005297069948754844,0.000484182087113,0.0016717598313418269,0.0012818590763129,3.5007990985902515e-05,3.515762281291319e-05,0.0022364748172032135,0.0018011987862388
157.0,0.0005349404931792775,0.0004888329341774,0.0017112381465407786,0.001323852822246,3.592900957358529e-05,3.5886536058576416e-05,0.0022821076492936417,0.001848572292482
158.0,0.0005400408757182068,0.0004959786258749,0.0017511011429524877,0.0013628760271509,3.686195539085206e-05,3.6577393592618674e-05,0.0023280039740615466,0.0018954320466184
159.0,0.0005450045472017007,0.0004953829076199,0.001791337920730254,0.0014050183367274,3.780663142841147e-05,3.7266055604836645e-05,0.002374149099360366,0.0019376672999522
160.0,0.000549828686959602,0.0004926846112978,0.0018319380975436528,0.001447339947253,3.876283933292091e-05,3.79071479775284e-05,0.0024205296238361757,0.0019779317065284
161.0,0.0005545111936640971,0.0004951260315664,0.001872891771647796,0.0014913565006269,3.973037950290001e-05,3.870558608096072e-05,0.0024671333448147933,0.0020251881182744
162.0,0.0005590493609257845,0.0005023317341937,0.0019141886370621069,0.0015344238567321,4.070905338671654e-05,3.9421326195678224e-05,0.002513947051374608,0.0020761769171216
163.0,0.0005634407204469485,0.0005064556560204,0.0019558180785039176,0.0015800043534855,4.169865091139874e-05,4.0140725513436206e-05,0.002560957449862265,0.0021266007350194
164.0,0.0005676834048698641,0.0005103344112433,0.0019977687077663586,0.0016265721032193,4.269893310808085e-05,4.083231488808656e-05,0.0026081510457443033,0.0021777388293507
165.0,0.0005717752005009516,0.0005179001794498,0.0020400295820969623,0.0016690108082421,4.370967766128066e-05,4.149975352266976e-05,0.002655514460259195,0.0022284107412146
166.0,0.0005757081333511805,0.0005201710808567,0.002082553153152805,0.0017110689561488,4.4729883124867585e-05,4.211157227103769e-05,0.0027029911696288536,0.0022733516092765
167.0,0.0005794967722212199,0.0005154704686309,0.002125428273998459,0.0017597729486175,4.5761427944894945e-05,4.273217310670277e-05,0.0027506864741645735,0.0023179755903552
168.0,0.0005831260643235695,0.0005173022656729,0.002168560341252018,0.0017991123086651,4.6802302360247676e-05,4.343986297473123e-05,0.0027984887079358354,0.0023598544373128
169.0,0.0005865959570521476,0.0005313096949119,0.002211949031713197,0.001846998103334,4.7852498579413075e-05,4.425586525275783e-05,0.002846397487344758,0.0024225636634987
170.0,0.000589905719812129,0.0005430425635409,0.0022555892527858132,0.0018910380756074,4.891189492555502e-05,4.5029420775514894e-05,0.0028944068675234975,0.0024791100599238
171.0,0.0005930552488108118,0.0005506544377057,0.0022994703613849533,0.001938644307164,4.998025312797976e-05,4.577663003638051e-05,0.0029425058633237447,0.0025350753749061
172.0,0.000596044015837542,0.0005600790810567,0.002343580293463163,0.0019861663770507,5.1057302359459975e-05,4.647041493285515e-05,0.002990681611660165,0.0025927158730403
173.0,0.0005988709657175614,0.0005722810595155,0.0023879054101393713,0.0020307120511843,5.2142731093555924e-05,4.718103216331599e-05,0.0030389191069504886,0.0026501741428631
174.0,0.0006015354449535236,0.0005752237906007,0.0024324363992148596,0.0020783409697997,5.323632433083997e-05,4.7780409621346296e-05,0.003087208168499223,0.0027013451700218
175.0,0.000604036807639651,0.000586410706136,0.002477164267495295,0.0021237341153575,5.4337874386578616e-05,4.8545183056806215e-05,0.0031355389495215246,0.0027586900045503
176.0,0.0006063742351416312,0.000596843825845,0.002522063925176105,0.0021739266716231,5.544679072281483e-05,4.930849281104994e-05,0.003183884951040551,0.0028200789902792
177.0,0.000608548026199967,0.0006082502935628,0.002567139907727227,0.0022227104347181,5.656317724335769e-05,5.0110590117522725e-05,0.0032322511111705517,0.0028810713183985
178.0,0.0006105581472604416,0.000619426231489,0.002612375497116853,0.0022739919698086,5.768663094406155e-05,5.090756453973885e-05,0.003280620275321356,0.0029443257658374
179.0,0.0006124043826759948,0.000631080793173,0.002657756337904231,0.00232788617587,5.8816809274725155e-05,5.168697478736067e-05,0.003328977529854951,0.0030106539438304
180.0,0.0006140865054589502,0.0006458800739499,0.0027032682217891443,0.0023787959359316,5.9953373450177155e-05,5.243052484518582e-05,0.0033773081006982716,0.0030771065347267
181.0,0.0006156043656740998,0.0006467253498522,0.002748897199104962,0.0024326015892794,6.109598931350564e-05,5.325970025415815e-05,0.0034255975540925677,0.0031325866393858
182.0,0.0006169589769071633,0.0006567493706613,0.002794633225648338,0.0024874120597821,6.224439259623782e-05,5.407570253218475e-05,0.003473836595151739,0.0031982371329756
183.0,0.0006181510328447571,0.0006725746919708,0.002840465183445639,0.002540791781896,6.339829981473384e-05,5.493341972487281e-05,0.00352201451610513,0.0032682998935916
184.0,0.0006191809400289405,0.000690476976926,0.0028863809906965374,0.0025926646441978,6.455741023763234e-05,5.5818215020060405e-05,0.0035701193409631102,0.0033389598361439
185.0,0.0006200491050017722,0.0007013345641877,0.0029323685656007063,0.0026523338044976,6.5721423133572e-05,5.669715559038323e-05,0.0036181390937360504,0.0034103655242758
186.0,0.0006207572671356437,0.0007122089837834,0.0029784157102131104,0.0027097093763317,6.689003066831521e-05,5.751242602780174e-05,0.0036660630080170694,0.003479430786143
187.0,0.0006213085092003809,0.0007220324802659,0.0030245102842315227,0.0027664358055464,6.806291464286289e-05,5.834379695859836e-05,0.0037138817080747664,0.0035468120827709
188.0,0.0006217011776540002,0.0007245668442917,0.003070641070100907,0.0028244649110435,6.923977341241406e-05,5.911515695953113e-05,0.0037615820211673212,0.0036081469122948
189.0,0.0006219361025035064,0.0007288642123424,0.0031167961837586283,0.0028851791397318,7.042029300494665e-05,6.005923134397447e-05,0.003809152579267081,0.0036741025834182
190.0,0.000622015469703194,0.0007391414500019,0.0031629642199190316,0.0029457162629928,7.160417271202994e-05,6.088767491233871e-05,0.0038565838623342555,0.0037457453879071
191.0,0.0006219411395993969,0.0007448337062517,0.00320913284701905,0.0030097318246642,7.279108316160819e-05,6.174685578624295e-05,0.003903865069780055,0.0038163123867022
192.0,0.000621714318832683,0.000742060030347,0.0032552918169486394,0.0030799007021684,7.398074709038826e-05,6.265946102453818e-05,0.003950986882871711,0.00388462019354
193.0,0.0006213367307191203,0.0007397620508376,0.0033014295811995584,0.0031491416057815,7.517285047206008e-05,6.34886364335105e-05,0.003997939162390739,0.0039523922930527
194.0,0.0006208098719084835,0.0007342549502617,0.003347537380231395,0.0032174633175909,7.636715158922968e-05,6.431561632065855e-05,0.004044714403729108,0.0040160338841733
195.0,0.0006201359342633125,0.0007141747076567,0.0033936016773956773,0.0032917217204131,7.756327962739477e-05,6.508624448098323e-05,0.004091300891286385,0.0040709826725509
196.0,0.0006193169976481401,0.0007086976125458,0.0034396101912839146,0.0033574014876273,7.876089595259364e-05,6.588029154076696e-05,0.004137688084884648,0.0041319793917139
197.0,0.0006183550113084539,0.0007072375905326,0.0034855537334110664,0.003421345328919,7.995973780473545e-05,6.670653958730692e-05,0.004183868482524256,0.004195289459039
198.0,0.0006172519824145683,0.0007099702833632,0.0035314217436923003,0.0034807539539624,8.115950877640921e-05,6.754156972114401e-05,0.0042298332348832774,0.0042582658070468
199.0,0.000616010038501062,0.000703276137321,0.003577203784481904,0.0035491225035707,8.235991212155361e-05,6.833854414336013e-05,0.004275573735104519,0.0043207371850351
200.0,0.0006146314563303858,0.0006999338212638,0.003622889797784232,0.0036164833086616,8.356065600754225e-05,6.91611329868596e-05,0.00432108191012216,0.0043855782629124
201.0,0.000613125578525615,0.0007044990429771,0.0036684393812273118,0.0036712930473237,8.476056463550835e-05,6.992151537867093e-05,0.0043663255243884345,0.0044457136056796
202.0,0.0006114749903720208,0.0006934745960568,0.003713925852759501,0.0037334094826171,8.59617827555819e-05,7.048942369055314e-05,0.004411362625887103,0.0044973735023644
203.0,0.0006096985314020413,0.000688252913318,0.003759270484010022,0.0037966610026936,8.716200399981322e-05,7.135226376749785e-05,0.004456131019411877,0.0045562661797791
204.0,0.0006077963169162224,0.0006884461192385,0.0038044730039646477,0.0038591426264503,8.836121991286521e-05,7.221656752565878e-05,0.004500630540793736,0.0046198053132146
205.0,0.0006057698154114565,0.000689552662238,0.0038495297433654607,0.0039168680180951,8.955931665713382e-05,7.301793299152347e-05,0.004544858875434051,0.0046794386133246
206.0,0.0006036213216816562,0.0006915864472879,0.003894432900989683,0.0039722156596042,9.075605784556116e-05,7.380027060157768e-05,0.0045888102805169,0.0047376023774936
207.0,0.0006013535309026093,0.0006861920501656,0.003939172963501916,0.0040324168680261,9.195115414122474e-05,7.448820077318755e-05,0.0046324776485457495,0.0047930971189649
208.0,0.0005989684183121943,0.0006838516239009,0.003983743665572236,0.0040885761207695,9.314441091767764e-05,7.514905284229789e-05,0.004675856494802107,0.0048475767975128
209.0,0.0005964690388048889,0.0006725783511738,0.004028134729608363,0.0041440401249353,9.433551250960309e-05,7.579599993985442e-05,0.004718939280922855,0.004892414476049
210.0,0.000593858330110524,0.0006644256467996,0.004072336172634425,0.0042041996184426,9.55241528752629e-05,7.651759477943668e-05,0.0047617186556202125,0.0049451428600217
211.0,0.0005911390451865822,0.0006604312607606,0.004116339568105192,0.0042649504391612,9.671006771331662e-05,7.722821200989753e-05,0.004804188681005091,0.0050026099119318
212.0,0.0005883136987929927,0.0006539669126693,0.004160138495933507,0.0043223011284146,9.78930465316688e-05,7.793370635610169e-05,0.004846345241258168,0.0050542017474401
213.0,0.0005853849946526222,0.0006463506474609,0.004203724944302129,0.0043828631342563,9.90728361511651e-05,7.861139075919823e-05,0.0048881827751059165,0.0051078251724764
214.0,0.0005823558533988967,0.0006348688001605,0.004247090901232636,0.0044481096518305,0.0001002491836861855,7.928322043743001e-05,0.004929695938317717,0.0051622616724284
215.0,0.0005792322543470163,0.000630739023609,0.004290228840088562,0.0045004794339052,0.00010142185255598529,7.988040237363603e-05,0.0049708829469915635,0.0052110988598879
216.0,0.0005760142792511453,0.0006138159413874,0.004333132142681468,0.0045573873595907,0.00010259061303521327,8.039708184295152e-05,0.005011737034967827,0.0052516003828211
217.0,0.0005727033296114719,0.0006051414346596,0.004375794042231875,0.0046120060878541,0.00010375523562218761,8.093132548686131e-05,0.005052252607465534,0.0052980788480006
218.0,0.000569303751459914,0.0005945399916107,0.004418207284260063,0.0046716613431824,0.00010491548215040227,8.142897710036634e-05,0.00509242651787038,0.0053476303118936
219.0,0.000565818203598519,0.0005887862607499,0.004460365760535022,0.0047231375478746,0.00010607114555099012,8.208397444461191e-05,0.005132255109684531,0.0053940077830692
220.0,0.0005622494944389874,0.0005818769535689,0.004502263162481817,0.0047749635723775,0.00010722200988077705,8.269652503358793e-05,0.005171734666801582,0.00543953705098
221.0,0.0005586009430846347,0.0005732587985679,0.004543892667477253,0.0048281054462938,0.0001083678392854109,8.34525163817507e-05,0.005210861449847299,0.0054848167612435
222.0,0.0005548749020338944,0.0005650212006832,0.004585249551619738,0.0048766989308307,0.00010950846858499537,8.387625209383805e-05,0.005249632922238628,0.0055255963836078
223.0,0.0005510738591041369,0.0005478105051026,0.004626328872200813,0.0049277228580272,0.00011064372410064109,8.430584253079018e-05,0.005288046455405591,0.0055598392056606
224.0,0.0005472024199086926,0.0005416279156454,0.004667121869000641,0.0049729323115923,0.00011177329229808187,8.483057224679474e-05,0.005326097581207415,0.0055993907994845
225.0,0.0005432607444214035,0.0005238602893621,0.004707628570029003,0.0050310514334842,0.00011289717008173284,8.534432435367786e-05,0.00536378648453214,0.0056402560472
226.0,0.0005392525291089986,0.0005090017294959,0.004747842507075556,0.0050851922698305,0.00011401511899088099,8.584929437326383e-05,0.005401110155175436,0.0056800432936997
227.0,0.0005351810428393256,0.0004981492651185,0.004787757743900457,0.0051346273710667,0.00011512692307588325,8.632499076852597e-05,0.005438065709815666,0.0057191016269538
228.0,0.0005310495539444009,0.0004889822296615,0.004827368344930484,0.0051800578404955,0.00011623236641530556,8.674799464000525e-05,0.00547465026529019,0.005755788064797
229.0,0.0005268612100694273,0.0004784166468024,0.004866668783247571,0.005223313279637,0.00011733124555955028,8.709927813189114e-05,0.0055108612388765485,0.0057888292045713
230.0,0.000522618163868865,0.0004580275674608,0.004905656901051545,0.005270035447739,0.00011842345988186778,8.74564163486418e-05,0.005546698524802277,0.0058155194315486
231.0,0.0005183229928466613,0.0004470104389466,0.004944329101968029,0.0053128034810355,0.00011950886485134692,8.782819137755436e-05,0.005582160959666038,0.0058476421113597
232.0,0.0005139784448205983,0.0004418026611794,0.00498268121292645,0.0053541378385808,0.0001205872983367586,8.820655297193979e-05,0.005617246956083807,0.0058841470527321
233.0,0.0005095872676084572,0.0004349958116835,0.005020709060856231,0.0053961352437169,0.0001216585982068737,8.861857923429762e-05,0.005651954926671562,0.0059197496346347
234.0,0.000505152112133829,0.0004264061984663,0.0050584094178783056,0.0054396460952306,0.0001227226274185301,8.90218234093583e-05,0.005686284157430665,0.0059550741171063
235.0,0.0005006755351700261,0.000417484329613,0.005095779974538576,0.0054825934294761,0.0001237792733061723,8.936578849516324e-05,0.005720234783014774,0.0059894435475843
236.0,0.0004961601927817641,0.0004112270924137,0.005132817452806909,0.0055215895562785,0.0001248283974954864,8.972878143677867e-05,0.00575380604308416,0.0060225454301291
237.0,0.0004916087418387268,0.000396222164426,0.005169518566800796,0.0055642726960645,0.0001258698614037341,9.008738333474552e-05,0.005786997170043257,0.0060505822438252
238.0,0.00048702370004388457,0.0003906470026735,0.00520588012708301,0.0056033215153906,0.00012690352873743268,9.046354940730668e-05,0.005819807355864327,0.0060844320674715
239.0,0.00048240555872669624,0.0003863840311313,0.005241900396183378,0.0056438149880772,0.000127929297889431,9.097876519540598e-05,0.005852235252799504,0.0061211777844039
240.0,0.0004777575053536279,0.0003811228289997,0.005277577361177784,0.0056834492798898,0.00012894706813642028,9.146909840283003e-05,0.005884281934667832,0.0061560412072924
241.0,0.0004730840213532484,0.0003780922770416,0.005312908652852981,0.0057229101254783,0.00012995673292545167,9.18913704337012e-05,0.005915949407131681,0.0061928937729537
242.0,0.00046838740385681747,0.0003751890653493,0.005347892369746315,0.0057588303262049,0.00013095819228561538,9.230046933362664e-05,0.005947237965888748,0.0062263198608878
243.0,0.0004636687934508756,0.0003729993982499,0.005382526850030453,0.0057942550708397,0.0001319513469324783,9.26590712315935e-05,0.005978146990413807,0.0062599135403212
244.0,0.00045893045834387324,0.0003697734448494,0.005416810628365267,0.0058250165271198,0.00013293611255868574,9.298693582402032e-05,0.006008677199267826,0.0062877769077933
245.0,0.0004541749170840023,0.0003620100796787,0.005450742278421632,0.0058648118238662,0.0001339124040158898,9.336163821536528e-05,0.006038829599521524,0.0063201835417603
246.0,0.0004494043585150663,0.0003580852184975,0.005484320559043695,0.0059033929970438,0.00013488013972718534,9.376415054981788e-05,0.006068605057285946,0.0063552423660912
247.0,0.000444620815620317,0.0003546111711309,0.005517544452943734,0.0059393110022485,0.00013583924722002585,9.416446736244618e-05,0.006098004515784077,0.0063880866407419
248.0,0.00043982638117276337,0.0003518096852831,0.005550413056161741,0.0059744334967123,0.00013678965626266894,9.454502447865587e-05,0.006127029093597173,0.006420788206474
249.0,0.00043502461294068866,0.0003507097288491,0.0055829254199056145,0.0060052849693871,0.00013773126161502154,9.487215723047462e-05,0.006155681294461325,0.0064508668554668
250.0,0.0004302182259732245,0.0003406557025751,0.005615080959953572,0.0060373769118927,0.0001386639861636541,9.519050789499622e-05,0.006183963172090451,0.0064732231223629
251.0,0.00042540722074026975,0.0003318172635511,0.005646879676204501,0.0060672294221376,0.00013958782989522043,9.551910432803116e-05,0.006211874726839991,0.0064945657900168
252.0,0.0004205915972418243,0.0003269900429001,0.005678321568658401,0.0060999712391032,0.00014050279280972057,9.586599677626846e-05,0.0062394159587099455,0.0065228272787796
253.0,0.000415773046656933,0.0003244271370906,0.005709406577070507,0.0061354603857115,0.0001414088347024256,9.62941235320044e-05,0.006266588458429865,0.0065561816463342
254.0,0.00041095741028800533,0.0003247864708291,0.005740134493356467,0.0061682519678385,0.00014230581670691543,9.672151844713224e-05,0.006293397720351387,0.0065897599571148
255.0,0.0004061451821396638,0.0003218247118882,0.005770505299918385,0.00620463542367,0.00014319372707912194,9.713427655009817e-05,0.00631984420913717,0.0066235944121083
256.0,0.00040133636221190833,0.000322713898227,0.005800518996756262,0.0062364653672379,0.00014407256581904515,9.750092869475406e-05,0.006345927924787216,0.0066566801941597
257.0,0.00039653130173417447,0.0003245610639218,0.005830175687635235,0.0062664883963444,0.00014494232746587203,9.787489924549091e-05,0.006371649316835282,0.0066889243595117
258.0,0.00039173516898292915,0.0003210343240314,0.005859476899440205,0.0062974554998353,0.00014580293166474524,9.822618273737682e-05,0.006397015000087879,0.0067167160066042
259.0,0.0003869496776863013,0.000325483183088,0.005888423138464831,0.0063251307842711,0.00014665435177111882,9.85781980698708e-05,0.006422027167922251,0.006749192165429
260.0,0.000382174827844291,0.0003310437080284,0.0059170144047091125,0.0063517456316657,0.00014749658778499285,9.896168254851292e-05,0.006446685820338397,0.0067817510222426
261.0,0.0003774106194568981,0.0003333936482209,0.005945250698173051,0.0063805647829719,0.00014832963970636727,9.932174812769596e-05,0.0064709909573363155,0.0068132801793206
262.0,0.00037265876273422994,0.000332943566247,0.005973132953504361,0.0064109010398587,0.00014915348407429566,9.967669082262232e-05,0.006494945200312886,0.0068435212969283
263.0,0.0003679219078154579,0.0003322234350886,0.0060006628158497345,0.0064418564338999,0.00014996809600691428,0.0001000396837642,0.006518552819672107,0.0068741195527528
264.0,0.0003632017915926143,0.0003270976234695,0.006027841634436947,0.0064750329641867,0.00015077347689630965,0.0001003638891536,0.006541816902925871,0.0069024944768099
265.0,0.00035849994704320403,0.0003187919644082,0.006054670667831965,0.0065057592921176,0.00015156962693109582,0.0001007166363267,0.006564740241806265,0.0069252678928526
266.0,0.0003538175120211544,0.0003136990856165,0.006081151297925086,0.0065372738123834,0.00015235654916609747,0.0001010832884713,0.006587325359112339,0.0069520561864713
267.0,0.00034915559212091954,0.0003095268623097,0.006107285004025201,0.0065670787529887,0.00015313425011700027,0.0001014682366312,0.00660957484626312,0.0069780738519297
268.0,0.0003445154311486697,0.0003045057038976,0.006133073452935109,0.0065984864245257,0.0001539027407980146,0.0001018634305596,0.006631491624881794,0.007004855558983
269.0,0.0003398986354521604,0.00029982704689,0.0061585190341497025,0.0066296138011099,0.00015466204215214017,0.0001022381329509,0.006653079711754003,0.0070316789809509
270.0,0.0003353055254718629,0.0002951132615333,0.006183622231243547,0.0066603291514316,0.00015541215853982632,0.000102590880124,0.006674339915255236,0.007058033293089
271.0,0.00033073752751932553,0.0002903423926091,0.006208385492144977,0.0066889507057736,0.00015615311692938235,0.0001028770298018,0.006695276136593684,0.0070821701281846
272.0,0.00032619574203119196,0.0002809287268672,0.006232810705494695,0.0067175254223167,0.00015688493812756387,0.0001031587884359,0.006715891385653451,0.0071016129376199
273.0,0.0003216799902710988,0.0002773009929729,0.0062568974991654355,0.0067443364029943,0.00015760761717198885,0.0001034529883603,0.006736185106608523,0.0071250903843276
274.0,0.0003171940800512275,0.0002724591355097,0.006280653800982835,0.0067719450899347,0.00015832125978159506,0.0001037545066909,0.006756169140815658,0.0071481587321354
275.0,0.0003127360495478083,0.0002662070211947,0.006304075583549888,0.0067993913082601,0.00015902581291493405,0.000104056756862,0.006775837446012631,0.007169655086317
276.0,0.0003083071401268068,0.0002633301557643,0.006327166259779828,0.0068239218736029,0.00015972133172569228,0.0001043809622514,0.006795194731632327,0.0071916329916187
277.0,0.00030390849413064236,0.000260934841454,0.006349928735772548,0.0068481721439927,0.0001604078611098337,0.0001046671119292,0.006814245091013024,0.007213774097376
278.0,0.00029954118860575564,0.0002580367526459,0.006372365583435986,0.0068706359914582,0.00016108543919939527,0.0001049130103735,0.006832992211241137,0.0072335857544778
279.0,0.0002952063005985875,0.000248694075443,0.006394479374678079,0.0068958676601036,0.00016175410412641407,0.0001051720819488,0.006851439779403081,0.0072497338174954
280.0,0.00029090490715557877,0.0002429725455689,0.006416272681406766,0.0069206133865851,0.00016241389402292715,0.0001054553042641,0.006869591482585272,0.0072690412364182
281.0,0.0002866379539322122,0.0002359205294693,0.0064377480528448085,0.0069449770922692,0.00016306484813823711,0.00010571510768,0.006887450854915257,0.0072866127294186
282.0,0.00028240491532541983,0.0002296742698792,0.006458907784196275,0.0069677278212531,0.00016370701823229853,0.0001059624698055,0.006905019717753993,0.0073033645609379
283.0,0.000278205876188868,0.0002259565195901,0.006479754287656565,0.006989598877826,0.0001643404566847578,0.0001062164184965,0.006922300620530191,0.0073217718159127
284.0,0.00027404222241812445,0.0002234631386383,0.006500290213180476,0.0070113272254804,0.00016496521386253154,0.0001064659761439,0.006939297649461131,0.0073412563402626
285.0,0.0002699151808147868,0.0002222153504015,0.006520519597426471,0.0070301421156739,0.00016558137103951474,0.0001067096790664,0.006956016149280772,0.0073590671451419
286.0,0.00026582519471863165,0.0002140765509989,0.006540440746192978,0.0070523725059854,0.0001661888945619155,0.0001069299630894,0.006972454835473525,0.0073733790200738
287.0,0.0002617722558852277,0.0002116775774855,0.006560060826973917,0.0070720553591401,0.0001667879280773512,0.0001071736660119,0.006988621010936495,0.0073909066026377
288.0,0.0002577562880201489,0.0002077322247673,0.006579381317148304,0.0070938576226959,0.0001673785024920701,0.0001074020002816,0.0070045161076605226,0.0074089918477449
289.0,0.0002537781023843486,0.0002063197723937,0.0065984048123747955,0.0071119055439322,0.0001679606735425558,0.0001076478987259,0.0070201435883017,0.0074258732150519
290.0,0.0002498382221867366,0.0002061353485604,0.0066171341052515655,0.0071282065616369,0.00016853450126691588,0.0001078315907186,0.007035506828705218,0.007442173500916
291.0,0.00024593694031780196,0.0002039566590701,0.006635572048940335,0.0071438899058684,0.00016910004740310912,0.0001080357742482,0.007050609036661246,0.0074558823391868
292.0,0.0002420745491311186,0.0002029401324655,0.006653721516282206,0.007159354429758,0.00016965737495875256,0.0001082399577779,0.007065453440372077,0.0074705345200015
293.0,0.00023825124226086727,0.0001965584823629,0.006671584953837973,0.0071775772608996,0.00017020653951871063,0.0001084243816111,0.007080042735617552,0.0074825601248737
294.0,0.00023446725819236457,0.0001919412999664,0.006689165394470189,0.0071970237295379,0.00017074761003855202,0.0001086336880251,0.007094380262701106,0.0074975987175295
295.0,0.00023072289209497197,0.0001885631237194,0.006706465996603459,0.0072161533111929,0.00017128065726066544,0.0001088525083669,0.007108469545959096,0.0075135689432794
296.0,0.0002270184391380509,0.0001860734019707,0.00672348991866239,0.0072331181083292,0.00017180575192743966,0.0001090398595625,0.007122314109727881,0.0075282313698626
297.0,0.00022335419449096266,0.0001661292817189,0.00674024031907159,0.0072668610832467,0.00017232296478126351,0.0001092037918588,0.007135917478343816,0.0075421941568244
298.0,0.00021973030457554874,0.0001809256351333,0.006756720202385055,0.0072652085871536,0.00017283236604045775,0.0001093626012707,0.007149282873001061,0.0075554968235578
299.0,0.0002161466538679161,0.0001785347118667,0.0067729323021892395,0.0072795211939261,0.00017333402500045467,0.0001095192151609,0.00716241298105761,0.0075675751209538
300.0,0.000212603361091976,0.0001690815267319,0.006788879594386254,0.0073008111690562,0.0001738280117819896,0.0001096663151231,0.00717531096726022,0.0075795590109113
301.0,0.0002091005547652225,0.0001665274030097,0.006804565065009093,0.0073164096197772,0.0001743143965403027,0.0001098595210436,0.007187980016314618,0.0075927965438306
302.0,0.00020563836340514963,0.0001669204014162,0.0068199917000907545,0.007330744181768,0.00017479324943063402,0.0001100219896586,0.007200423312926538,0.0076076865728429
303.0,0.00020221705346529413,0.0001649927332545,0.0068351624836937245,0.0073457754560176,0.00017526464160695667,0.0001101932403609,0.007212644178765975,0.0076209614296331
304.0,0.0001988379262911442,0.0001649927332545,0.006850080387107924,0.0073457754560176,0.00017572865194098668,0.0001101932403609,0.007224646965340055,0.0076209614296331
305.0,0.00019550053838045706,0.000163445622209,0.006864748495437661,0.0073739893751409,0.00017618535659345882,0.0001105071999818,0.007236434390411576,0.0076479421973318
306.0,0.00019220345470015608,0.000162853563157,0.0068791699636806865,0.0073864006600136,0.00017663483007354799,0.0001106250263197,0.007248008248454391,0.0076598792494904
307.0,0.00018894600288621474,0.0001584859384079,0.006893348100923343,0.0073998555495935,0.00017707715349744586,0.0001107472437012,0.0072593712573070035,0.0076690887317027
308.0,0.0001857289159264346,0.0001569849333207,0.006907285280823586,0.0074128947537079,0.00017751238847975518,0.0001108950755041,0.0072705265852297755,0.0076807747625328
309.0,0.00018255308684143878,0.000156323349411,0.006920985140937926,0.007425813204122,0.00017794062936317404,0.0001110399799445,0.007281478857142539,0.0076931765334776
310.0,0.00017941795828170737,0.0001559018092207,0.006934450389989696,0.0074375043578363,0.0001783619439491638,0.0001111797615006,0.007292230292220567,0.0077045859285578
311.0,0.00017632321395285428,0.0001544425190482,0.006947684131494951,0.00744992881584,0.00017877641106078782,0.000111307833607,0.007302783756508594,0.0077156791684953
312.0,0.00017326881384751924,0.0001528273468261,0.006960689313665639,0.007462494519081,0.00017918410668789385,0.0001114402967571,0.0073131422342010526,0.0077267621626643
313.0,0.00017025469993777964,0.0001522316285711,0.00697346868793167,0.0074730747387522,0.0001795851020562958,0.0001115464136453,0.0073233084899257455,0.0077368527809687
314.0,0.00016728071501858054,0.0001467442876916,0.006986025827246824,0.0074858168155798,0.00017997949003630616,0.0001116466758086,0.00733328603230171,0.0077442077790801
315.0,0.00016434674511257911,0.0001443043311042,0.006998362312595309,0.0074982493238301,0.00018036731288119276,0.0001117652339871,0.007343076370589082,0.0077543188889215
316.0,0.00016145259678830895,0.0001407388036616,0.007010481623976437,0.0075128605215707,0.00018074866195557586,0.0001118757419189,0.007352682882720322,0.0077654750671513
317.0,0.00015859809946390982,0.0001380939317039,0.007022387035027437,0.007526030725154,0.0001811236228810562,0.000111995031938,0.007362108757372403,0.0077761196887961
318.0,0.00015578308255752163,0.0001358749909802,0.007034081819385538,0.0075385715458143,0.00018149228127923458,0.0001121062717105,0.0073713571832222935,0.0077865528085051
319.0,0.0001530073754872842,0.0001349572628576,0.007045569250687967,0.0075502429398322,0.00018185472277171174,0.0001122197070047,0.007380431348946962,0.0077974199096947
320.0,0.000150270789140429,0.0001347918668802,0.007056852247648088,0.0075599749562387,0.00018221102538591754,0.0001123155781244,0.007389334062174435,0.0078070824012434
321.0,0.00014757310195164165,0.0001297304572346,0.007067933107413245,0.007571611953748,0.00018256125384986992,0.0001124012034755,0.007398067463214757,0.0078137436144583
322.0,0.00014491412195569606,0.0001291684036476,0.007078814694063471,0.0075813600706479,0.00018290548502203013,0.0001125014656388,0.007406634301041197,0.0078230299399344
323.0,0.0001422936584301896,0.0001271499872505,0.007089499895482686,0.0075918261231842,0.0001832437962701821,0.0001125914820336,0.007415037350183058,0.0078315675924685
324.0,0.00013971152065271955,0.0001256467866415,0.007099991599554814,0.0076070088884398,0.00018357626496210983,0.0001127107720528,0.007423279385169643,0.0078453664471341
325.0,0.0001371674463884098,0.0001242936133571,0.007110292696470618,0.007617835738396,0.0001839029684791365,0.0001128110342161,0.007431363111338164,0.0078549403859692
326.0,0.00013465978621094249,0.000123528108081,0.007120406121168745,0.0076280544288068,0.00018422398446521826,0.0001129039779733,0.007439289891844906,0.0078644865148612
327.0,0.0001321878201261168,0.0001231212047029,0.007130334656817892,0.0076367443041873,0.00018453938922036663,0.000112990335165,0.007447061866164376,0.0078728558440554
328.0,0.00012975303323573573,0.0001195483588542,0.0071400808304647985,0.0076465678006698,0.00018484925690233825,0.0001130591281822,0.0074546831206028724,0.0078791752877063
329.0,0.00012735593159495198,0.0001171362122099,0.007149647931118666,0.0076569782333199,0.00018515368081147403,0.0001131396306491,0.007462157543525093,0.0078872540761791
